MOLECULE_NAME,y_true,y_pred,residual,std_residual,leverage
933-78-8,3.8,2.8852966,0.914703417,1.595695798,0.098658719
935-95-5,3.89,3.7055914,0.18440856,0.321699863,0.112052736
939-97-9,3.1,3.368565,-0.268565083,-0.46851052,0.319324197
94-02-0,1.87,2.1047497,-0.23474968,-0.409519709,0.277897219
94-04-2,3.59,3.7720387,-0.182038698,-0.317565651,0.276863103
94-09-7,1.86,2.2942712,-0.434271231,-0.757584114,0.240985719
94-13-3,3.04,2.667414,0.37258605,0.649974607,0.176294932
94-36-0,3.46,2.8989933,0.561006746,0.978673624,0.241160221
94-47-3,4.01,4.140873,-0.130872955,-0.228307253,0.129686313
94-60-0,2.29,1.8184785,0.471521535,0.822567094,0.41011399
94-96-2,3.36,3.453513,-0.093512907,-0.163132825,0.225908986
947-19-3,2.81,2.6507146,0.159285364,0.277872567,0.277000357
95-13-6,2.92,2.6243305,0.295669479,0.515794013,0.143075127
95-25-0,1.6,2.162415,-0.562415028,-0.981130364,0.130060049
95-46-5,3.5,3.4792464,0.020753622,0.036204596,0.049641511
95-47-6,3.12,3.707171,-0.587170963,-1.024316977,0.179272791
95-48-7,1.95,2.386666,-0.436666059,-0.761761882,0.109224708
95-49-8,3.41,3.503413,-0.093412962,-0.162958472,0.051589689
95-50-1,3.405,3.378777,0.026222973,0.045745853,0.082414564
95-53-4,1.375,1.7697288,-0.39472878,-0.688602495,0.13157789
95-54-5,0.15,1.4759296,-1.325929618,-2.313077966,0.441680398
95-55-6,0.62,1.1341165,-0.51411653,-0.896873863,0.434259814
95-56-7,2.35,2.5566132,-0.206613207,-0.360435765,0.095220763
95-57-8,2.15,2.0316718,0.118328238,0.206423052,0.112928623
95-63-6,3.737,4.008779,-0.271779049,-0.474117269,0.147309713
95-65-8,2.23,2.3161926,-0.086192627,-0.150362631,0.205293656
95-73-8,4.24,3.94844,0.291559925,0.508624915,0.067397545
95-77-2,3.33,2.9707594,0.359240608,0.626693547,0.078741185
95-87-4,2.33,2.2842932,0.045706825,0.079735341,0.142982648
95-94-3,4.75,4.159379,0.590620995,1.03033554,0.083897335
95-95-4,3.71,3.1914966,0.518503389,0.904526718,0.18791638
96-05-9,2.15,2.2263348,-0.07633481,-0.133165717,0.180589636
96-14-0,3.6,3.907209,-0.30720892,-0.535924512,0.155431409
96-18-4,2.27,0.9613576,1.308642406,2.282920508,0.202165503
96-22-0,0.99,1.473298,-0.483297954,-0.843111001,0.409721422
96-23-1,0.78,0.08178111,0.698218888,1.218039559,0.184470967
96-24-2,-0.53,-0.901391,0.371391029,0.6478899,0.072958043
96-27-5,0,-0.10584104,0.105841041,0.184639196,0.095212295
96-29-7,0.63,0.037041314,0.592958686,1.034413632,0.25228419
96-33-3,0.8,0.84942216,-0.049422157,-0.08621672,0.172665749
96-34-4,0.76,0.47573763,0.284262369,0.495894362,0.099793662
96-37-7,3.37,3.2234354,0.146564598,0.25568125,0.134501272
96-41-3,0.71,0.83362967,-0.123629668,-0.215671372,0.112521972
96-49-1,0.11,0.57786244,-0.467862442,-0.816183823,0.196495739
96-76-4,5.19,5.381981,-0.191980896,-0.334909768,0.181185572
96-88-8,2.075,2.0727818,0.002218199,0.003869637,0.361644373
97-00-7,2.17,1.245618,0.924382014,1.612580065,0.158015584
97-02-9,1.89,1.8415356,0.048464432,0.084545973,0.309848596
97-41-6,4.66,4.558894,0.101105843,0.176378666,0.225269935
97-53-0,2.38,2.2358425,0.144157534,0.251482138,0.192713186
97-54-1,3.04,2.76791,0.272089996,0.474659716,0.209339445
97-62-1,1.8,1.6774641,0.122535872,0.213763252,0.209292185
97-63-2,1.94,2.1909463,-0.250946341,-0.437774708,0.088224915
97-72-3,1.1,1.3632367,-0.263236666,-0.459215122,0.312849747
97-77-8,3.89,2.9036567,0.986343279,1.720671199,0.657681491
97-88-1,2.57,2.6191692,-0.049169235,-0.085775499,0.106633544
97-90-5,2.4,2.3850205,0.014979506,0.026131677,0.36931194
98-01-1,0.427,0.89302343,-0.466023431,-0.812975679,0.237061279
98-06-6,4.11,4.4080553,-0.298055305,-0.519956075,0.123790851
98-09-9,3.39,2.581336,0.808663979,1.410710498,0.100475123
98-11-3,-0.8,0.8749567,-1.674956727,-2.921954113,0.126693081
98-15-7,2.14,2.679269,-0.539269075,-0.940752359,0.052286285
98-29-3,2.86,2.9174893,-0.05748929,-0.100289796,0.254007186
98-54-4,3.31,3.7771125,-0.467112484,-0.814875526,0.148431309
98-56-6,3.7,3.4657319,0.234268141,0.408679667,0.11129558
98-82-8,3.66,3.8981986,-0.238198605,-0.415536343,0.078932582
98-86-2,1.58,1.4011999,0.178800063,0.311915867,0.126050437
98-92-0,-0.373,-0.1509084,-0.222091604,-0.387437757,0.190794888
98-95-3,1.853,2.2823143,-0.429314301,-0.748936773,0.147754819
99-05-8,0.65,1.142094,-0.492094016,-0.858455691,0.183714504
99-08-1,2.45,2.9356282,-0.485628176,-0.847176063,0.115594439
99-09-2,1.37,1.621037,-0.251037006,-0.437932874,0.156037982
99-10-5,0.86,0.434829,0.425171003,0.741708811,0.549223354
99-30-9,2.3,1.7456741,0.554325867,0.967018861,0.161814623
99-54-7,3.12,2.5886993,0.531300659,0.926851495,0.102648162
99-55-8,1.87,1.9533843,-0.08338428,-0.145463484,0.146705886
99-56-9,0.88,1.0825579,-0.202557917,-0.35336133,0.230653367
99-57-0,1.26,1.5226756,-0.262675633,-0.458236404,0.408096393
99-59-2,1.47,1.6249284,-0.154928355,-0.270271785,0.291016174
99-62-7,4.815,4.570635,0.244365158,0.426293866,0.235279508
99-65-0,1.49,1.7108023,-0.220802317,-0.3851886,0.260150047
99-76-3,1.96,2.0995486,-0.139548578,-0.243441837,0.121235248
99-85-4,4.5,4.08958,0.410419941,0.715975652,0.256893425
99-86-5,4.25,3.591953,0.658046961,1.14795982,0.223961735
99-87-6,4.1,4.053052,0.046948051,0.081900654,0.138635706
99-89-8,2.9,3.0419638,-0.141963816,-0.247655207,0.106734067
99-94-5,2.27,2.2533972,0.016602774,0.02896346,0.125827241
99-96-7,1.58,1.3908308,0.189169245,0.330004856,0.147652382
99-99-0,2.39,2.0897396,0.300260439,0.52380292,0.141072638
